estacion,fecha,obs_temp,n_horas_validas
Belisario,2007-09-01,13.2879166666667,24
Belisario,2007-09-02,13.8091666666667,24
Belisario,2007-09-03,13.7958333333333,24
Belisario,2007-09-04,14.2425,24
Belisario,2007-09-05,14.2891666666667,24
Belisario,2007-09-06,14.33375,24
Belisario,2007-09-07,14.0575,24
Belisario,2007-09-08,14.6175,24
Belisario,2007-09-09,14.7358333333333,24
Belisario,2007-09-10,15.1895833333333,24
Belisario,2007-09-11,14.74875,24
Belisario,2007-09-12,14.955,24
Belisario,2007-09-13,12.9804347826087,23
Belisario,2007-09-14,13.1616666666667,24
Belisario,2007-09-15,12.3166666666667,24
Belisario,2007-09-16,13.1158333333333,24
Belisario,2007-09-17,14.3045833333333,24
Belisario,2007-09-18,15.3591666666667,24
Belisario,2007-09-19,14.7591666666667,24
Belisario,2007-09-20,14.5991666666667,24
Belisario,2007-09-21,15.01875,24
Belisario,2007-09-22,14.84125,24
Belisario,2007-09-23,14.1754166666667,24
Belisario,2007-09-24,14.155,24
Belisario,2007-09-25,13.6420833333333,24
Belisario,2007-09-26,14.0408333333333,24
Belisario,2007-09-27,15.6254166666667,24
Belisario,2007-09-28,15.6091666666667,24
Belisario,2007-09-29,14.3995833333333,24
Belisario,2007-09-30,14.85875,24
Belisario,2007-10-01,14.25,24
Belisario,2007-10-02,15.6145833333333,24
Belisario,2007-10-03,14.1658333333333,24
Belisario,2007-10-04,13.1116666666667,24
Belisario,2007-10-05,13.57625,24
Belisario,2007-10-06,12.3966666666667,24
Belisario,2007-10-07,12.78625,24
Belisario,2007-10-08,13.3282608695652,23
Belisario,2007-10-09,10.6016666666667,24
Belisario,2007-10-10,12.3758333333333,24
Belisario,2007-10-11,12.21875,24
Belisario,2007-10-12,12.0304166666667,24
Belisario,2007-10-13,11.9109090909091,22
Belisario,2007-10-14,12.1554166666667,24
Belisario,2007-10-15,13.8365217391304,23
Belisario,2007-10-16,13.01375,24
Belisario,2007-10-17,13.3429166666667,24
Belisario,2007-10-18,11.0983333333333,24
Belisario,2007-10-19,11.7095833333333,24
Belisario,2007-10-20,12.2275,24
Belisario,2007-10-21,13.2795833333333,24
Belisario,2007-10-22,12.3433333333333,24
Belisario,2007-10-23,12.9845833333333,24
Belisario,2007-10-24,12.14,18
Belisario,2007-10-25,13.7516666666667,24
Belisario,2007-10-26,13.5525,24
Belisario,2007-10-27,13.26,24
